,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity
2342,Worship Facility,3,EAST,1906,1,26440,0,Worship Facility,Worship Facility,26440.0,,,,,91.0,27.20000076,0.0,223375.0,496530.0,1.06
2357,Self-Storage Facility,3,GREATER DUWAMISH,1956,2,28800,0,Self-Storage Facility,Self-Storage Facility,28800.0,,,,,63.63590772316951,39.70000076,0.0,678658.0,465168.0,1.02
2359,K-12 School,3,CENTRAL,2009,2,28500,0,K-12 School,K-12 School,31100.0,,,,,92.0,37.40000153,0.0,717507.0,445054.0,1.0
2379,Restaurant,3,LAKE UNION,1978,2,26519,0,"Office, Restaurant",Restaurant,13592.0,Office,12927.0,,,63.63590772316951,140.1999969,0.0,2170550.0,1546514.0,3.67
2380,Mixed Use Property,3,LAKE UNION,1988,2,34639,15402,"Other, Parking, Restaurant",Restaurant,23373.0,Other,19659.0,Parking,15402.0,61.96153846153846,359.7000122,0.0,6642344.0,8838336.0,14.89
2381,Other,7,MAGNOLIA / QUEEN ANNE,1921,2,26300,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,26300.0,,,,,62.36363636363637,134.5,0.0,1537923.0,1999918.0,4.45
2382,Restaurant,7,LAKE UNION,1962,2,34072,0,Restaurant,Restaurant,34072.0,,,,,63.63590772316951,193.3000031,0.0,2664187.0,3920779.0,6.66
2383,Small- and Mid-Sized Office,7,LAKE UNION,1949,3,23355,0,Office,Office,21915.0,,,,,77.0,38.40000153,0.0,840549.0,0.0,0.25
2384,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1965,4,30840,0,"Office, Restaurant",Office,29255.0,Restaurant,1180.0,,,30.0,116.4000015,0.0,1884294.0,1658414.0,3.28
2385,Other,4,NORTHEAST,1946,1,20332,0,Other,Other,20332.0,,,,,62.36363636363637,19.29999924,0.0,213927.0,178757.0,0.54
2392,Worship Facility,3,CENTRAL,1900,1,21850,0,Worship Facility,Worship Facility,21850.0,,,,,100.0,14.5,0.0,82056.0,235738.0,0.6
2394,Mixed Use Property,4,NORTHEAST,1997,4,32282,6985,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,12600.0,Parking,6985.0,Other,6576.0,61.96153846153846,55.0,0.0,851657.0,540057.0,1.07
2398,Large Office,7,DOWNTOWN,1983,13,307557,83064,"Multifamily Housing, Office, Parking, Retail Store",Office,162422.0,Parking,83064.0,Multifamily Housing,55065.0,77.4375,40.79999924,0.0,9512827.0,0.0,0.22
2402,Self-Storage Facility,7,MAGNOLIA / QUEEN ANNE,1918,2,28309,0,Self-Storage Facility,Self-Storage Facility,28309.0,,,,,63.63590772316951,15.19999981,0.0,238481.0,191828.0,0.42
2403,Hotel,7,DOWNTOWN,1914,4,45500,0,Hotel,Hotel,45500.0,,,,,77.0,61.5,941139.6875,1069553.0,788902.0,2.68
2404,Small- and Mid-Sized Office,7,DOWNTOWN,1900,5,38376,0,"Office, Retail Store",Office,29258.0,Retail Store,2409.0,,,67.21794871794872,65.0,0.0,2058533.0,0.0,0.37
2406,Small- and Mid-Sized Office,7,DOWNTOWN,1900,4,42804,0,"Office, Retail Store",Office,24120.0,Retail Store,6583.0,,,67.21794871794872,50.29999924,0.0,769417.0,775085.0,1.09
2407,Mixed Use Property,7,DOWNTOWN,2005,5,57600,0,"Financial Office, Multifamily Housing, Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,27600.0,Multifamily Housing,16000.0,Financial Office,7000.0,61.96153846153846,138.0,0.0,3197921.0,3785814.0,3.88
2409,Small- and Mid-Sized Office,7,DOWNTOWN,1900,4,33300,0,"Office, Restaurant, Retail Store, Self-Storage Facility",Office,26639.0,Restaurant,2820.0,Retail Store,2377.0,67.21794871794872,38.70000076,0.0,1075503.0,211994.0,0.56
2411,Other,7,DOWNTOWN,1900,3,22200,0,Other,Other,22200.0,,,,,62.36363636363637,8.5,0.0,64453.0,124293.0,0.32
2412,Warehouse,7,MAGNOLIA / QUEEN ANNE,1968,2,29498,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,19749.0,Office,9148.0,,,54.02836879432624,130.3999939,0.0,3253683.0,515217.0,1.7
2413,Warehouse,4,LAKE UNION,1938,1,23050,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23050.0,,,,,27.0,20.20000076,0.0,466673.0,0.0,0.14
2414,Small- and Mid-Sized Office,4,LAKE UNION,2008,4,48350,0,Office,,,,,,,45.0,72.19999695,0.0,3168131.0,0.0,0.46
2415,Retail Store,4,NORTHEAST,1930,1,46059,0,Retail Store,Retail Store,46000.0,,,,,82.0,34.40000153,0.0,1374074.0,208582.0,0.45
2432,Medical Office,4,NORTHEAST,1970,2,23595,0,Medical Office,Medical Office,23595.0,,,,,72.0,34.59999847,0.0,799401.0,18009.0,0.28
2438,Small- and Mid-Sized Office,7,DOWNTOWN,1900,3,28142,0,Office,Office,28142.0,,,,,96.0,30.10000038,340615.5938,414101.0,92381.0,1.21
2439,Small- and Mid-Sized Office,7,DOWNTOWN,1900,3,28760,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,12314.0,Retail Store,6020.0,Non-Refrigerated Warehouse,6000.0,67.21794871794872,107.5,500752.8125,572200.0,1543021.0,4.33
2440,Small- and Mid-Sized Office,7,DOWNTOWN,1902,4,39030,0,"Office, Retail Store",Office,32001.0,Retail Store,6685.0,,,99.0,18.39999962,0.0,524342.0,188985.0,0.35
2441,Small- and Mid-Sized Office,7,DOWNTOWN,1909,3,47215,0,"Office, Retail Store",Office,23659.0,Retail Store,22376.0,,,58.0,45.5,0.0,1597575.0,991813.0,1.35
2442,Other,3,EAST,1926,2,61580,27000,"Other, Parking",Other,36280.0,Parking,23154.0,,,62.36363636363637,115.8000031,0.0,3327045.0,872398.0,1.13
2443,Small- and Mid-Sized Office,3,EAST,1917,3,30720,0,"Office, Retail Store",Office,29720.0,Retail Store,1000.0,,,67.21794871794872,41.90000153,0.0,930084.0,358585.0,0.83
2444,Mixed Use Property,3,EAST,1916,2,20640,0,"Office, Restaurant, Retail Store",Retail Store,9750.0,Office,9212.0,Restaurant,2450.0,61.96153846153846,19.29999924,0.0,412562.0,0.0,0.14
2445,Mixed Use Property,3,EAST,1912,2,34914,0,"Office, Restaurant, Retail Store",Retail Store,14983.0,Restaurant,10638.0,Office,5837.0,61.96153846153846,42.40000153,0.0,1333290.0,0.0,0.27
2446,Small- and Mid-Sized Office,3,EAST,1906,3,20897,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,10228.0,Retail Store,3433.0,Non-Refrigerated Warehouse,3400.0,67.21794871794872,56.59999847,0.0,725243.0,239681.0,0.85
2447,Retail Store,3,EAST,1916,2,36940,0,Retail Store,Retail Store,36940.0,,,,,100.0,9.100000381,0.0,336745.0,0.0,0.06
2448,Small- and Mid-Sized Office,3,EAST,1913,3,22866,0,Office,Office,22866.0,,,,,67.21794871794872,50.5,0.0,877955.0,275735.0,0.91
2449,Retail Store,3,EAST,1920,1,30240,0,"Restaurant, Retail Store",Retail Store,32205.0,Restaurant,714.0,,,78.0,38.40000153,0.0,1061362.0,203265.0,0.6
2454,Other,4,NORTHEAST,1962,2,28586,0,Other,Other,27022.0,,,,,62.36363636363637,187.8999939,0.0,5078203.0,0.0,1.24
2457,Hotel,2,DOWNTOWN,1908,3,28800,0,"Hotel, Restaurant",Hotel,21600.0,Restaurant,7200.0,,,61.22222222222222,161.3000031,0.0,1218294.0,3426052.0,6.61
2459,Restaurant,2,DOWNTOWN,1913,3,28800,0,Restaurant,,,,,,,63.63590772316951,31.20000076,0.0,402907.0,497017.0,1.01
2460,Small- and Mid-Sized Office,2,DOWNTOWN,1979,3,35202,0,"Bank Branch, Office",Office,24227.0,Bank Branch,9127.0,,,2.0,108.0999985,0.0,3605755.0,0.0,0.71
2467,Senior Care Community,7,EAST,1969,6,95117,26082,"Parking, Senior Care Community",Senior Care Community,69035.0,Parking,26082.0,,,1.0,104.3000031,0.0,4307003.0,2895138.0,1.93
2469,Worship Facility,3,EAST,1910,2,24600,0,Worship Facility,Worship Facility,24600.0,,,,,69.0,13.5,0.0,258312.0,72748.0,0.23
2471,Worship Facility,3,EAST,1900,1,48850,0,"Office, Other, Worship Facility",Worship Facility,28725.0,Office,4325.0,Other,3700.0,64.19047619047619,28.89999962,815676.125,239923.0,7881.0,1.33
2482,Hospital,1,SOUTHWEST,1961,3,54863,0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),109726.0,,,,,100.0,18.60000038,0.0,2037720.0,0.0,0.26
2489,Warehouse,2,GREATER DUWAMISH,1964,1,25000,0,"Food Sales, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,13393.0,Food Sales,7500.0,Office,4107.0,54.02836879432624,79.59999847,0.0,861621.0,1127483.0,2.64
2490,Warehouse,2,GREATER DUWAMISH,1960,1,25000,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24000.0,Office,1000.0,,,54.02836879432624,11.5,0.0,143797.0,143335.0,0.34
2491,Other,2,GREATER DUWAMISH,1927,1,22622,0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,23000.0,,,,,62.36363636363637,33.70000076,0.0,315436.0,458640.0,1.17
2492,Small- and Mid-Sized Office,3,EAST,1917,3,27544,0,"Office, Parking",Office,22365.0,Parking,3744.0,,,94.0,46.09999847,0.0,810115.0,221553.0,0.63
2506,Small- and Mid-Sized Office,7,DOWNTOWN,1989,7,47415,0,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",Office,25884.0,Parking,7000.0,Multifamily Housing,5713.0,67.21794871794872,43.40000153,0.0,1478979.0,0.0,0.22
2512,Other,7,MAGNOLIA / QUEEN ANNE,1961,3,22960,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,22960.0,,,,,62.36363636363637,98.69999695,0.0,542327.0,1724655.0,4.15
2514,Supermarket / Grocery Store,3,EAST,1998,1,44739,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,44739.0,Parking,0.0,,,17.0,326.0,0.0,8270312.0,6315500.0,8.79
2518,Mixed Use Property,4,NORTHEAST,1948,1,22778,0,"Medical Office, Office, Other, Restaurant, Retail Store",Retail Store,21194.0,Office,12923.0,Restaurant,3720.0,61.96153846153846,56.5,0.0,224359.0,2246207.0,5.31
2519,Worship Facility,6,BALLARD,1956,2,21562,0,"Pre-school/Daycare, Worship Facility",Worship Facility,21052.0,Pre-school/Daycare,400.0,,,20.0,40.40000153,0.0,189790.0,677016.0,1.73
2521,Other,3,CENTRAL,1959,1,25753,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,25753.0,,,,,62.36363636363637,53.5,0.0,231543.0,1146587.0,2.43
2522,Other,3,EAST,1928,3,71280,0,Other - Recreation,Other - Recreation,71280.0,,,,,62.36363636363637,319.3999939,0.0,7528486.0,15239341.0,12.09
2524,Senior Care Community,3,EAST,1963,16,153312,0,"Parking, Senior Care Community, Worship Facility",Senior Care Community,148590.0,Parking,72317.0,Worship Facility,4722.0,51.0,93.0,0.0,6566843.0,14061838.0,5.17
2530,Mixed Use Property,7,DOWNTOWN,2009,19,1206670,201857,"Multifamily Housing, Office, Parking, Restaurant",Office,319361.0,Multifamily Housing,181047.0,Parking,177210.0,87.0,54.59999847,0.0,23343425.0,4341053.0,0.33
2535,Worship Facility,2,SOUTHEAST,1968,1,24200,0,"Parking, Worship Facility",Worship Facility,24200.0,Parking,0.0,,,73.0,34.20000076,0.0,466335.0,360154.0,0.92
2540,Residence Hall,7,MAGNOLIA / QUEEN ANNE,1981,4,23513,2211,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",Residence Hall/Dormitory,15200.0,Office,2600.0,Social/Meeting Hall,1800.0,63.421052631578945,81.69999695,0.0,924449.0,816119.0,2.12
2547,Self-Storage Facility,1,DELRIDGE,1994,3,66610,0,Self-Storage Facility,Self-Storage Facility,66720.0,,,,,63.63590772316951,9.600000381,0.0,329414.0,310963.0,0.28
2548,Other,2,GREATER DUWAMISH,1950,1,36000,0,"Office, Other",Other,34000.0,Office,1400.0,,,62.36363636363637,103.0,0.0,2922836.0,723217.0,1.63
2559,K-12 School,5,NORTHWEST,1938,2,23222,0,K-12 School,K-12 School,15006.0,,,,,62.0,81.30000305,0.0,210763.0,1009100.0,2.37
2562,Mixed Use Property,3,EAST,1924,2,24476,0,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,7501.0,Office,5872.0,Retail Store,5375.0,61.96153846153846,111.4000015,0.0,1077101.0,1584953.0,3.75
2564,Retail Store,3,EAST,1910,2,24750,0,"Medical Office, Office, Retail Store",Retail Store,19240.0,Office,2050.0,Medical Office,1250.0,66.11111111111111,34.70000076,0.0,292118.0,490226.0,1.13
2567,K-12 School,3,EAST,1904,3,60000,0,K-12 School,K-12 School,48783.0,,,,,52.0,74.30000305,0.0,1537012.0,2088395.0,2.03
2568,Other,3,EAST,1954,2,46560,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,46560.0,,,,,62.36363636363637,14.80000019,0.0,419713.0,270845.0,0.37
2575,Other,7,MAGNOLIA / QUEEN ANNE,1980,3,30408,0,"Bank Branch, Parking",Bank Branch,25000.0,Parking,5408.0,,,61.0,57.59999847,0.0,1440554.0,0.0,0.33
2579,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1920,3,30109,0,"Office, Parking",Office,28400.0,Parking,7200.0,,,89.0,51.59999847,0.0,949635.0,516161.0,1.13
2583,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1960,2,25481,0,Office,Office,25481.0,,,,,92.0,36.0,0.0,219291.0,697809.0,1.51
2584,Senior Care Community,2,SOUTHEAST,1967,1,141297,0,Senior Care Community,Senior Care Community,141297.0,,,,,76.0,137.5,0.0,6797882.0,12625460.0,5.08
2593,Small- and Mid-Sized Office,7,LAKE UNION,1912,2,27788,0,"Office, Other - Restaurant/Bar",Office,32610.0,Other - Restaurant/Bar,4874.0,,,73.0,56.59999847,0.0,1659964.0,459842.0,1.3
2603,Hotel,5,NORTHWEST,1990,4,41704,8584,Hotel,Hotel,41704.0,,,,,73.0,46.59999847,0.0,969192.0,974707.0,1.4
2606,Warehouse,2,GREATER DUWAMISH,1941,2,22324,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21000.0,,,,,53.0,28.0,0.0,193898.0,394958.0,1.0
2607,Other,2,GREATER DUWAMISH,1946,2,31360,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,32000.0,,,,,62.36363636363637,53.90000153,0.0,1126394.0,598714.0,1.26
2608,Mixed Use Property,2,GREATER DUWAMISH,1947,1,30496,0,"Manufacturing/Industrial Plant, Office, Retail Store",Retail Store,14344.0,Manufacturing/Industrial Plant,10272.0,Office,8012.0,61.96153846153846,61.09999847,0.0,1295854.0,696304.0,1.51
2614,Small- and Mid-Sized Office,3,EAST,1922,3,27600,0,"Office, Retail Store",Office,13175.0,Retail Store,9175.0,,,84.0,48.0,0.0,961739.0,110412.0,0.46
2623,Senior Care Community,6,Northwest,1961,2,55974,0,Senior Care Community,Senior Care Community,56000.0,,,,,98.0,109.5999985,0.0,2657803.0,3477370.0,3.63
2628,Senior Care Community,5,NORTH,1954,1,22583,0,Senior Care Community,Senior Care Community,22583.0,,,,,95.0,87.69999695,0.0,743706.0,1237654.0,3.14
2631,Small- and Mid-Sized Office,4,LAKE UNION,1997,3,31686,7358,"Food Service, Library, Office, Parking",Office,25927.0,Parking,6750.0,Food Service,3743.0,35.0,72.80000305,0.0,2305643.0,0.0,0.51
2632,Small- and Mid-Sized Office,4,LAKE UNION,1981,3,26694,6034,"Office, Parking",Office,24914.0,Parking,4720.0,,,92.0,28.89999962,0.0,720171.0,0.0,0.19
2636,Warehouse,5,NORTHWEST,1972,1,29400,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25000.0,,,,,69.0,9.100000381,0.0,227509.0,0.0,0.05
2637,Hotel,2,GREATER DUWAMISH,1992,3,22452,0,Hotel,Hotel,22452.0,,,,,85.0,55.40000153,0.0,524385.0,719765.0,1.87
2642,Other,4,NORTHEAST,1912,2,25767,0,Bank Branch,Bank Branch,17434.0,,,,,22.0,90.69999695,0.0,1581352.0,0.0,0.43
2643,Retail Store,4,NORTHEAST,1953,4,33910,0,"Office, Retail Store",Retail Store,14585.0,Office,14462.0,,,75.0,62.79999924,0.0,1270124.0,552710.0,1.13
2644,Worship Facility,4,NORTHEAST,1927,2,78401,0,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400.0,Office,9940.0,K-12 School,4960.0,64.19047619047619,31.39999962,0.0,939974.0,1522434.0,1.11
2654,Warehouse,4,LAKE UNION,1979,2,78716,0,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,41275.0,Office,29399.0,Retail Store,6278.0,38.0,52.09999847,0.0,3680806.0,422994.0,0.61
2655,K-12 School,4,LAKE UNION,1910,2,33300,0,K-12 School,K-12 School,30740.0,,,,,92.0,51.90000153,0.0,335907.0,1258827.0,2.08
2656,Supermarket / Grocery Store,4,LAKE UNION,1957,1,28808,0,Supermarket/Grocery Store,Supermarket/Grocery Store,31174.0,,,,,29.0,296.2000122,0.0,5713530.0,3519045.0,7.87
2667,Small- and Mid-Sized Office,4,NORTHEAST,1957,1,27966,7004,"Office, Parking",Office,20962.0,Parking,7004.0,,,58.0,52.5,0.0,1100500.0,0.0,0.27
2668,Supermarket / Grocery Store,4,NORTHEAST,1950,1,26226,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25828.0,Parking,0.0,,,37.0,293.7999878,0.0,5349470.0,2238590.0,5.96
2671,Mixed Use Property,4,NORTHEAST,1976,2,34948,15755,"Bank Branch, Parking",Bank Branch,19183.0,Parking,19183.0,,,17.0,60.5,0.0,1159807.0,0.0,0.23
2680,Small- and Mid-Sized Office,4,LAKE UNION,1998,3,37639,9999,"Laboratory, Office",Office,20434.0,Laboratory,7557.0,,,67.21794871794872,221.3999939,0.0,6197824.0,0.0,1.15
2683,Other,7,DOWNTOWN,1900,1,21420,0,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,10420.0,Bar/Nightclub,5000.0,Supermarket/Grocery Store,2000.0,62.36363636363637,41.70000076,0.0,722467.0,88170.0,0.45
2684,Small- and Mid-Sized Office,7,DOWNTOWN,1900,1,20880,0,Office,Office,20880.0,,,,,94.0,32.70000076,0.0,683274.0,0.0,0.23
2686,Mixed Use Property,7,DOWNTOWN,1966,3,26000,0,"Office, Other - Entertainment/Public Assembly",Office,13000.0,Other - Entertainment/Public Assembly,13000.0,,,61.96153846153846,40.90000153,0.0,820061.0,242975.0,0.72
2687,Small- and Mid-Sized Office,7,DOWNTOWN,1900,3,38675,0,"Office, Restaurant",Office,12100.0,Restaurant,4281.0,,,67.21794871794872,118.4000015,0.0,1280095.0,658682.0,1.14
2688,Small- and Mid-Sized Office,7,DOWNTOWN,1929,4,49951,0,"Office, Other",Office,32039.0,Other,24035.0,,,67.21794871794872,91.59999847,382080.0,2092919.0,2659447.0,3.71
2691,Medical Office,2,SOUTHEAST,2010,2,25880,0,Medical Office,Medical Office,25880.0,,,,,8.0,75.0,0.0,1805820.0,135908.0,0.77
2695,Worship Facility,4,NORTHEAST,1927,3,41013,0,"Office, Worship Facility",Worship Facility,32098.0,Office,2310.0,,,64.19047619047619,31.39999962,0.0,432910.0,647911.0,0.91
2697,Other,4,NORTHEAST,2004,2,21075,0,"Office, Social/Meeting Hall",Social/Meeting Hall,18075.0,Office,3000.0,,,62.36363636363637,75.0,0.0,652060.0,928977.0,2.56
2699,Worship Facility,4,NORTHEAST,1950,3,46485,0,Worship Facility,Worship Facility,63922.0,,,,,83.0,24.20000076,0.0,759192.0,785803.0,1.01
2704,Small- and Mid-Sized Office,6,NORTHWEST,1965,4,56896,0,"Office, Parking",Office,40768.0,Parking,16128.0,,,96.0,34.40000153,0.0,997123.0,404925.0,0.5
2706,Worship Facility,6,NORTHWEST,1978,2,27500,0,Worship Facility,Worship Facility,27500.0,,,,,60.0,21.0,0.0,343669.0,233454.0,0.54
2707,Small- and Mid-Sized Office,2,DOWNTOWN,1930,2,36630,0,"Distribution Center, Office",Office,22000.0,Distribution Center,11000.0,,,90.0,16.39999962,0.0,541943.0,0.0,0.1
2708,Small- and Mid-Sized Office,7,DOWNTOWN,1900,3,26830,0,"Office, Other",Office,16838.0,Other,10000.0,,,67.21794871794872,78.19999695,0.0,1095970.0,1003417.0,2.27
2709,Small- and Mid-Sized Office,7,DOWNTOWN,1906,5,41920,0,Office,Office,41920.0,,,,,95.0,26.29999924,0.0,1103595.0,0.0,0.18
2710,Small- and Mid-Sized Office,7,DOWNTOWN,1905,5,36879,0,Office,Office,44000.0,,,,,92.0,34.90000153,0.0,1186017.0,351553.0,0.73
2711,Other,7,DOWNTOWN,1904,6,29820,0,Other - Lodging/Residential,Other - Lodging/Residential,29820.0,,,,,62.36363636363637,53.70000076,0.0,1069795.0,532160.0,1.2
2715,Small- and Mid-Sized Office,7,DOWNTOWN,1905,2,33640,0,Office,Office,27322.0,,,,,70.0,39.5,0.0,1078536.0,0.0,0.22
2716,Warehouse,7,DOWNTOWN,1906,4,43484,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,26416.0,Retail Store,9531.0,Office,7537.0,18.0,36.0,0.0,1567041.0,0.0,0.25
2720,Mixed Use Property,2,DOWNTOWN,1900,3,22480,0,"Office, Other, Retail Store",Office,10800.0,Other,10800.0,Retail Store,7200.0,61.96153846153846,34.09999847,0.0,981009.0,0.0,0.3
2721,Hotel,2,DOWNTOWN,1925,4,33018,0,"Hotel, Retail Store",Hotel,23193.0,Retail Store,6165.0,,,49.0,165.5,0.0,1827547.0,3030034.0,5.26
2723,Small- and Mid-Sized Office,2,DOWNTOWN,1970,2,26510,0,Office,Office,30800.0,,,,,91.0,32.0,0.0,893799.0,93265.0,0.42
2737,Warehouse,4,LAKE UNION,1938,1,40028,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,33222.0,Retail Store,10208.0,Office,6200.0,80.0,19.0,0.0,938199.0,4216.0,0.17
2738,Small- and Mid-Sized Office,4,LAKE UNION,2007,3,44510,18228,"Office, Parking",Office,26282.0,Parking,18228.0,,,23.0,83.30000305,0.0,2188051.0,0.0,0.34
2739,Worship Facility,5,NORTH,1954,1,21624,0,Worship Facility,Worship Facility,21624.0,,,,,90.0,30.79999924,0.0,313117.0,353571.0,0.97
2747,Small- and Mid-Sized Office,2,DOWNTOWN,1993,3,21600,0,"Office, Restaurant",Office,11600.0,Restaurant,10000.0,,,67.21794871794872,71.30000305,0.0,1069041.0,470135.0,1.5
2748,Mixed Use Property,2,DOWNTOWN,1909,3,20620,0,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,10060.0,Retail Store,5280.0,Social/Meeting Hall,5280.0,61.96153846153846,36.20000076,0.0,410059.0,337398.0,1.01
2751,Hotel,2,DOWNTOWN,1910,5,40552,0,Hotel,Hotel,40552.0,,,,,99.0,29.60000038,0.0,227435.0,972746.0,1.31
2759,Small- and Mid-Sized Office,2,DOWNTOWN,1909,3,31432,0,"Multifamily Housing, Office, Other",Office,23059.0,Other,7125.0,Multifamily Housing,1248.0,67.21794871794872,45.79999924,0.0,1439572.0,0.0,0.32
2761,Retail Store,2,DOWNTOWN,1917,2,24550,0,"Office, Retail Store",Retail Store,13500.0,Office,11050.0,,,100.0,39.79999924,0.0,90201.0,114794.0,0.27
2770,Other,3,CENTRAL,1908,3,25864,0,"Office, Social/Meeting Hall",Social/Meeting Hall,13364.0,Office,8420.0,,,62.36363636363637,47.20000076,0.0,433559.0,594718.0,1.34
2774,Other,4,NORTHEAST,1924,3,20686,0,Other - Lodging/Residential,Other - Lodging/Residential,20686.0,,,,,62.36363636363637,58.40000153,0.0,464268.0,743236.0,2.06
2775,Residence Hall,4,NORTHEAST,1929,3,22124,0,Residence Hall/Dormitory,Residence Hall/Dormitory,22124.0,,,,,82.0,28.79999924,0.0,637685.0,0.0,0.2
2778,Residence Hall,4,NORTHEAST,1926,3,27487,0,Residence Hall/Dormitory,Residence Hall/Dormitory,27487.0,,,,,82.0,58.0,0.0,406046.0,1188459.0,2.4
2779,Residence Hall,4,NORTHEAST,1926,4,23616,0,Residence Hall/Dormitory,Residence Hall/Dormitory,23616.0,,,,,55.0,70.09999847,0.0,743927.0,912493.0,2.27
2781,Residence Hall,4,NORTHEAST,1976,3,33448,0,Residence Hall/Dormitory,Residence Hall/Dormitory,33448.0,,,,,78.0,29.89999962,0.0,998633.0,0.0,0.21
2782,Mixed Use Property,2,EAST,2005,2,29508,7120,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,11074.0,Fitness Center/Health Club/Gym,8183.0,Parking,6569.0,61.96153846153846,99.19999695,0.0,791940.0,1425680.0,2.75
2783,Senior Care Community,3,CENTRAL,1987,2,74840,0,Senior Care Community,Senior Care Community,74840.0,,,,,48.0,110.5,0.0,4111042.0,4157454.0,3.33
2784,Other,3,CENTRAL,1913,3,20992,0,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,Social/Meeting Hall,4625.0,Other - Education,1665.0,62.36363636363637,80.09999847,0.0,576892.0,1896410.0,4.99
2785,K-12 School,3,CENTRAL,1925,2,22344,0,K-12 School,K-12 School,22344.0,,,,,40.0,68.09999847,0.0,555586.0,967011.0,2.47
2789,University,3,EAST,1921,3,31900,0,College/University,College/University,26000.0,,,,,63.63590772316951,94.80000305,0.0,753713.0,1712387.0,3.02
2790,Other,6,BALLARD,1950,2,29417,0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,18489.0,Fitness Center/Health Club/Gym,8946.0,Pre-school/Daycare,1445.0,62.36363636363637,54.90000153,0.0,658940.0,972539.0,1.91
2791,Mixed Use Property,2,DOWNTOWN,1909,3,49299,0,"Multifamily Housing, Office, Restaurant",Office,24099.0,Multifamily Housing,23632.0,Restaurant,5320.0,61.96153846153846,89.19999695,0.0,1323792.0,0.0,0.19
2795,Supermarket / Grocery Store,1,SOUTHWEST,1997,1,31841,0,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,30899.0,Office,942.0,,,47.17948717948718,412.7000122,0.0,6365315.0,6775259.0,12.69
2798,Mixed Use Property,3,EAST,1988,2,21036,0,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,11021.0,Fitness Center/Health Club/Gym,8164.0,Office,7280.0,61.96153846153846,130.1000061,0.0,1450920.0,1284891.0,3.73
2800,Mixed Use Property,4,NORTHEAST,1999,2,32928,0,"Office, Other, Parking, Retail Store",Parking,24288.0,Retail Store,16710.0,Office,16128.0,9.0,172.1000061,0.0,5652230.0,0.0,1.2
2803,Warehouse,2,GREATER DUWAMISH,1960,1,44476,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,,,,,33.0,33.20000076,0.0,931104.0,437016.0,0.67
